guest_group,age,priority,plus_one,wheelchair,allergy,side_code,relationship_code,has_avoid,table_type,min_age,max_age,min_priority,max_priority,min_seats,max_seats,action_if_bad
Bride's Friends,35,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,62,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Colleagues,47,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Colleagues,42,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Neighbours,70,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,59,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Friends,29,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,45,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Friends,30,2,0,0,1,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Neighbours,35,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,55,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Colleagues,32,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,24,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,48,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Colleagues,30,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Colleagues,35,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,53,1,0,1,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Friends,35,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,35,2,0,0,1,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,25,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,61,4,1,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,29,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,35,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Family,57,4,0,0,1,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Other,38,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Other,31,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Family,73,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Friends,35,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,33,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Colleagues,31,2,0,0,1,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,33,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,35,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,35,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Friends,40,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,24,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,62,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,20,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,49,3,0,1,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Friends,30,2,0,0,1,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,27,4,0,0,1,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,19,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Colleagues,34,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,19,2,1,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,35,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,51,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Other,40,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Family,35,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,45,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Colleagues,44,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,63,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Friends,26,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Colleagues,30,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,41,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Bride's Family,54,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,39,3,1,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Other,9,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,56,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,20,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Other,35,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Family,72,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,65,5,0,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Colleagues,30,2,0,0,1,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,45,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,67,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Colleagues,36,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,35,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,33,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Friends,29,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,28,2,0,0,1,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,27,4,0,0,0,0,4,1,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,7,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Colleagues,35,2,0,0,1,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,51,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Family,56,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Colleagues,39,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,32,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,21,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Other,62,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Other,37,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Friends,35,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Other,55,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Family,56,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Neighbours,63,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Colleagues,33,2,0,1,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,39,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Friends,35,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Colleagues,35,2,0,0,1,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Family,53,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,35,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,67,5,1,0,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,56,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Neighbours,41,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Family,44,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,4,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,35,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Colleagues,31,2,1,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Friends,25,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Bride's Colleagues,28,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,67,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Colleagues,43,2,0,0,0,1,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Neighbours,46,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
VIP,51,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,35,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,73,4,0,0,1,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Family,26,4,0,1,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
VIP,50,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,28,4,0,0,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Colleagues,35,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,48,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Other,30,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Groom's Friends,35,2,0,0,0,1,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Neighbours,75,1,0,0,1,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Relatives,29,3,0,0,0,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,62,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,40,5,1,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Other,29,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Neighbours,18,1,0,0,0,2,1,0,general,1,95,1,2,8,10,Seat at a General table. Add chairs if the table is already at max_seats.
Bride's Colleagues,29,2,0,0,0,0,2,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
VIP,35,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
VIP,33,5,0,1,1,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Friends,35,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Relatives,35,3,0,0,1,2,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Groom's Family,28,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
Relatives,35,3,0,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Relatives,47,3,1,0,0,2,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Groom's Family,66,4,1,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,42,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Bride's Family,18,4,0,1,0,0,4,0,bride-family,1,95,3,4,8,12,Seat with Bride's Family. Keep children at the same table as their family.
Bride's Friends,34,2,0,0,0,0,3,0,friends,16,80,2,2,8,10,"Seat at a Friends table. If that suite is full, use General — not VIP / Head."
Groom's Family,37,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,62,5,0,0,0,2,5,0,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
Groom's Family,45,4,0,0,0,1,4,0,groom-family,1,95,3,4,8,12,Seat with Groom's Family. Keep children at the same table as their family.
VIP,54,5,1,0,0,2,5,1,vip,16,90,5,5,6,12,Move this guest to a VIP / Head table. Do not seat VIP at General or Friends.
